date,time,hour,day,month,day_of_week,is_weekend,temperature,humidity,number_of_people,appliance_usage,previous_consumption,rolling_3h_avg,ac_consumption,refrigerator_consumption,lighting_consumption,laundry_consumption,other_consumption,energy_consumption
2024-03-31,15:00,15,31,3,6,1,20.2,65.6,4,Low,3.28,3.11,0.0,0.21,0.11,0.0,2.46,2.78
2024-03-31,16:00,16,31,3,6,1,18.2,67.3,4,Low,2.78,3.21,0.0,0.21,0.11,0.0,2.2,2.52
2024-03-31,17:00,17,31,3,6,1,16.1,80.6,1,Medium,2.52,2.86,0.0,0.21,0.09,0.0,4.15,4.45
2024-03-31,18:00,18,31,3,6,1,17.0,76.7,5,Medium,4.45,3.25,0.0,0.2,0.42,0.0,5.21,5.83
2024-03-31,19:00,19,31,3,6,1,14.2,77.4,3,Medium,5.83,4.27,0.19,0.22,0.28,0.0,5.15,5.84
2024-03-31,20:00,20,31,3,6,1,15.3,72.6,4,Medium,5.84,5.37,0.07,0.2,0.35,0.0,5.7,6.32
2024-03-31,21:00,21,31,3,6,1,10.4,81.2,5,Medium,6.32,6.0,0.58,0.2,0.42,0.0,5.7,6.9
2024-03-31,22:00,22,31,3,6,1,11.2,85.8,3,High,6.9,6.35,0.67,0.21,0.28,0.0,4.42,5.58
2024-03-31,23:00,23,31,3,6,1,10.3,90.9,3,Medium,5.58,6.27,0.59,0.22,0.28,0.0,3.33,4.42
2024-04-01,00:00,0,1,4,0,0,15.6,81.6,2,Low,4.42,5.63,0.03,0.21,0.1,0.0,1.93,2.27
2024-04-01,01:00,1,1,4,0,0,13.0,85.3,4,Low,2.27,4.09,0.23,0.2,0.11,0.0,1.12,1.66
2024-04-01,02:00,2,1,4,0,0,14.3,84.2,3,Low,1.66,2.78,0.13,0.19,0.1,0.0,0.95,1.37
2024-04-01,03:00,3,1,4,0,0,14.2,73.7,5,Low,1.37,1.77,0.14,0.2,0.12,0.0,1.27,1.73
2024-04-01,04:00,4,1,4,0,0,15.4,85.2,4,Low,1.73,1.59,0.05,0.22,0.11,0.0,1.26,1.64
2024-04-01,05:00,5,1,4,0,0,17.8,73.8,3,Low,1.64,1.58,0.0,0.2,0.1,0.0,1.27,1.57
2024-04-01,06:00,6,1,4,0,0,15.8,73.8,4,Medium,1.57,1.65,0.02,0.21,0.11,0.0,3.6,3.94
2024-04-01,07:00,7,1,4,0,0,18.5,76.9,3,High,3.94,2.38,0.0,0.2,0.1,0.0,4.78,5.08
2024-04-01,08:00,8,1,4,0,0,19.8,69.6,3,High,5.08,3.53,0.0,0.19,0.1,0.0,5.34,5.63
2024-04-01,09:00,9,1,4,0,0,20.6,72.1,2,High,5.63,4.88,0.0,0.21,0.1,0.0,2.98,3.29
2024-04-01,10:00,10,1,4,0,0,23.1,67.4,1,Medium,3.29,4.67,0.0,0.21,0.09,0.0,1.48,1.78
2024-04-01,11:00,11,1,4,0,0,24.6,58.1,1,Low,1.78,3.57,0.0,0.22,0.09,0.0,1.26,1.57
2024-04-01,12:00,12,1,4,0,0,26.7,64.3,1,High,1.57,2.21,0.11,0.21,0.09,0.0,1.83,2.24
2024-04-01,13:00,13,1,4,0,0,29.1,53.5,1,Medium,2.24,1.86,0.81,0.19,0.09,0.0,1.7,2.79
2024-04-01,14:00,14,1,4,0,0,26.4,53.4,2,Low,2.79,2.2,0.04,0.2,0.1,0.0,1.63,1.97
2024-04-01,15:00,15,1,4,0,0,27.1,62.4,1,High,1.97,2.33,0.28,0.2,0.09,0.0,2.24,2.81
2024-04-01,16:00,16,1,4,0,0,24.7,61.9,1,Low,2.81,2.52,0.0,0.19,0.09,0.0,1.91,2.19
2024-04-01,17:00,17,1,4,0,0,24.8,62.8,3,Medium,2.19,2.32,0.0,0.19,0.1,0.0,4.69,4.98
2024-04-01,18:00,18,1,4,0,0,24.0,67.2,4,Medium,4.98,3.33,0.0,0.2,0.35,0.0,5.38,5.93
2024-04-01,19:00,19,1,4,0,0,23.2,61.0,1,Medium,5.93,4.37,0.0,0.21,0.15,0.0,5.26,5.62
2024-04-01,20:00,20,1,4,0,0,18.9,69.1,2,High,5.62,5.51,0.0,0.2,0.22,0.85,6.04,7.31
2024-04-01,21:00,21,1,4,0,0,18.4,70.6,4,High,7.31,6.29,0.0,0.2,0.35,0.0,7.53,8.08
2024-04-01,22:00,22,1,4,0,0,16.3,76.4,4,Low,8.08,7.0,0.0,0.19,0.35,0.0,3.61,4.15
2024-04-01,23:00,23,1,4,0,0,16.4,73.6,4,Low,4.15,6.51,0.0,0.22,0.35,0.0,2.76,3.33
2024-04-02,00:00,0,2,4,1,0,13.8,75.4,2,Low,3.33,5.19,0.17,0.21,0.1,0.0,1.17,1.65
2024-04-02,01:00,1,2,4,1,0,12.4,83.3,4,Low,1.65,3.04,0.28,0.19,0.11,0.0,1.41,1.99
2024-04-02,02:00,2,2,4,1,0,14.2,83.8,3,Low,1.99,2.32,0.14,0.22,0.1,0.0,1.29,1.75
2024-04-02,03:00,3,2,4,1,0,12.6,79.9,3,Low,1.75,1.8,0.26,0.21,0.1,0.0,1.27,1.84
2024-04-02,04:00,4,2,4,1,0,15.9,76.1,4,Low,1.84,1.86,0.01,0.22,0.11,0.0,1.3,1.64
2024-04-02,05:00,5,2,4,1,0,14.0,79.0,2,Low,1.64,1.74,0.15,0.21,0.1,0.0,0.89,1.35
2024-04-02,06:00,6,2,4,1,0,16.9,69.2,3,Medium,1.35,1.61,0.0,0.21,0.1,0.0,3.01,3.32
2024-04-02,07:00,7,2,4,1,0,19.6,71.9,4,Medium,3.32,2.1,0.0,0.2,0.11,0.0,3.48,3.79
2024-04-02,08:00,8,2,4,1,0,20.5,76.5,4,High,3.79,2.82,0.0,0.2,0.11,0.0,5.01,5.32
2024-04-02,09:00,9,2,4,1,0,23.6,69.5,1,Medium,5.32,4.14,0.0,0.2,0.09,0.0,2.42,2.71
2024-04-02,10:00,10,2,4,1,0,23.0,64.2,1,Medium,2.71,3.94,0.0,0.22,0.09,0.0,1.87,2.18
2024-04-02,11:00,11,2,4,1,0,24.6,63.4,4,Medium,2.18,3.4,0.0,0.19,0.11,0.0,2.24,2.54
2024-04-02,12:00,12,2,4,1,0,24.9,64.2,1,High,2.54,2.48,0.0,0.21,0.09,0.0,2.3,2.6
2024-04-02,13:00,13,2,4,1,0,26.4,65.8,2,Low,2.6,2.44,0.04,0.21,0.1,0.0,1.48,1.83
2024-04-02,14:00,14,2,4,1,0,25.7,67.2,1,Low,1.83,2.32,0.0,0.21,0.09,0.0,1.15,1.45
2024-04-02,15:00,15,2,4,1,0,24.9,65.7,1,Low,1.45,1.96,0.0,0.19,0.09,0.0,0.81,1.09
2024-04-02,16:00,16,2,4,1,0,24.7,65.7,1,Medium,1.09,1.46,0.0,0.22,0.09,0.0,1.31,1.62
2024-04-02,17:00,17,2,4,1,0,23.7,63.9,1,Medium,1.62,1.39,0.0,0.22,0.09,0.0,4.08,4.39
2024-04-02,18:00,18,2,4,1,0,23.7,69.5,3,High,4.39,2.37,0.0,0.2,0.28,0.0,6.27,6.75
2024-04-02,19:00,19,2,4,1,0,23.0,68.0,4,High,6.75,4.25,0.0,0.19,0.35,0.85,6.48,7.87
2024-04-02,20:00,20,2,4,1,0,19.3,75.1,3,Medium,7.87,6.34,0.0,0.21,0.28,0.0,5.47,5.96
2024-04-02,21:00,21,2,4,1,0,17.1,72.1,2,High,5.96,6.86,0.0,0.22,0.22,0.0,6.8,7.24
2024-04-02,22:00,22,2,4,1,0,19.8,72.9,1,Medium,7.24,7.02,0.0,0.21,0.15,0.0,3.3,3.66
2024-04-02,23:00,23,2,4,1,0,13.7,80.8,3,Medium,3.66,5.62,0.24,0.21,0.28,0.0,2.99,3.72
2024-04-03,00:00,0,3,4,2,0,13.8,75.4,3,Low,3.72,4.87,0.17,0.19,0.1,0.0,1.81,2.27
2024-04-03,01:00,1,3,4,2,0,15.7,78.5,4,Low,2.27,3.22,0.02,0.19,0.11,0.0,1.38,1.7
2024-04-03,02:00,2,3,4,2,0,11.5,78.3,3,Low,1.7,2.56,0.34,0.22,0.1,0.0,1.0,1.66
2024-04-03,03:00,3,3,4,2,0,14.0,80.0,2,Low,1.66,1.88,0.15,0.2,0.1,0.0,0.97,1.42
2024-04-03,04:00,4,3,4,2,0,12.4,77.8,5,Low,1.42,1.59,0.28,0.21,0.12,0.0,1.16,1.77
2024-04-03,05:00,5,3,4,2,0,16.3,73.3,5,Low,1.77,1.62,0.0,0.2,0.12,0.0,1.72,2.04
2024-04-03,06:00,6,3,4,2,0,15.2,80.7,2,Low,2.04,1.74,0.06,0.2,0.1,0.0,1.96,2.32
2024-04-03,07:00,7,3,4,2,0,18.1,73.5,4,Low,2.32,2.04,0.0,0.2,0.11,0.0,2.82,3.13
2024-04-03,08:00,8,3,4,2,0,19.8,70.6,4,High,3.13,2.5,0.0,0.19,0.11,0.0,4.84,5.14
2024-04-03,09:00,9,3,4,2,0,21.4,70.2,4,Medium,5.14,3.53,0.0,0.2,0.11,0.0,2.96,3.27
2024-04-03,10:00,10,3,4,2,0,24.7,67.6,2,Medium,3.27,3.85,0.0,0.2,0.1,0.0,2.14,2.44
2024-04-03,11:00,11,3,4,2,0,26.6,62.3,1,Medium,2.44,3.62,0.06,0.22,0.09,0.0,1.95,2.32
2024-04-03,12:00,12,3,4,2,0,25.7,60.1,1,High,2.32,2.68,0.0,0.2,0.09,0.0,2.29,2.58
2024-04-03,13:00,13,3,4,2,0,26.5,59.0,3,High,2.58,2.45,0.1,0.2,0.1,0.0,2.54,2.94
2024-04-03,14:00,14,3,4,2,0,24.9,65.5,1,Low,2.94,2.61,0.0,0.19,0.09,0.0,1.67,1.95
2024-04-03,15:00,15,3,4,2,0,27.0,64.9,3,Medium,1.95,2.49,0.19,0.22,0.1,0.0,2.12,2.63
2024-04-03,16:00,16,3,4,2,0,22.8,63.4,3,Medium,2.63,2.51,0.0,0.19,0.1,0.0,2.23,2.52
2024-04-03,17:00,17,3,4,2,0,25.8,61.5,2,Medium,2.52,2.37,0.0,0.2,0.1,0.0,4.42,4.72
2024-04-03,18:00,18,3,4,2,0,22.5,67.9,4,Medium,4.72,3.29,0.0,0.2,0.35,0.0,5.31,5.86
2024-04-03,19:00,19,3,4,2,0,22.9,56.2,2,High,5.86,4.37,0.0,0.21,0.22,0.85,5.91,7.19
2024-04-03,20:00,20,3,4,2,0,20.1,72.2,3,High,7.19,5.92,0.0,0.21,0.28,0.85,6.24,7.58
2024-04-03,21:00,21,3,4,2,0,18.7,75.8,3,Medium,7.58,6.88,0.0,0.19,0.28,0.0,5.81,6.28
2024-04-03,22:00,22,3,4,2,0,16.0,75.9,3,High,6.28,7.02,0.0,0.19,0.28,0.0,4.31,4.78
2024-04-03,23:00,23,3,4,2,0,16.1,76.7,3,High,4.78,6.21,0.0,0.22,0.28,0.0,4.02,4.52
2024-04-04,00:00,0,4,4,3,0,15.7,68.1,3,Low,4.52,5.19,0.02,0.19,0.1,0.0,1.56,1.87
2024-04-04,01:00,1,4,4,3,0,14.7,82.9,5,Low,1.87,3.72,0.1,0.21,0.12,0.0,1.31,1.74
2024-04-04,02:00,2,4,4,3,0,15.7,77.6,4,Low,1.74,2.71,0.02,0.19,0.11,0.0,1.38,1.7
2024-04-04,03:00,3,4,4,3,0,14.2,78.5,2,Low,1.7,1.77,0.14,0.22,0.1,0.0,0.95,1.41
2024-04-04,04:00,4,4,4,3,0,13.8,81.5,2,Low,1.41,1.62,0.17,0.21,0.1,0.0,0.91,1.39
2024-04-04,05:00,5,4,4,3,0,16.1,73.2,4,Low,1.39,1.5,0.0,0.22,0.11,0.0,1.13,1.46
2024-04-04,06:00,6,4,4,3,0,17.9,75.7,4,Medium,1.46,1.42,0.0,0.2,0.11,0.0,3.29,3.6
2024-04-04,07:00,7,4,4,3,0,19.3,70.9,3,Medium,3.6,2.15,0.0,0.21,0.1,0.0,3.48,3.79
2024-04-04,08:00,8,4,4,3,0,20.5,68.4,3,Medium,3.79,2.95,0.0,0.21,0.1,0.0,3.45,3.76
2024-04-04,09:00,9,4,4,3,0,19.5,68.7,2,Medium,3.76,3.72,0.0,0.22,0.1,0.0,2.31,2.63
2024-04-04,10:00,10,4,4,3,0,25.1,67.1,2,Medium,2.63,3.39,0.0,0.21,0.1,0.0,1.92,2.23
2024-04-04,11:00,11,4,4,3,0,24.8,67.0,2,Low,2.23,2.87,0.0,0.19,0.1,0.0,1.58,1.87
2024-04-04,12:00,12,4,4,3,0,21.5,70.8,4,Medium,1.87,2.24,0.0,0.21,0.11,0.0,2.31,2.63
2024-04-04,13:00,13,4,4,3,0,25.2,60.4,1,Medium,2.63,2.24,0.0,0.22,0.09,0.0,1.87,2.18
2024-04-04,14:00,14,4,4,3,0,25.4,67.6,1,Low,2.18,2.23,0.0,0.2,0.09,0.0,1.14,1.43
2024-04-04,15:00,15,4,4,3,0,27.8,64.2,4,Medium,1.43,2.08,0.4,0.2,0.11,0.0,2.12,2.83
2024-04-04,16:00,16,4,4,3,0,24.4,63.1,1,High,2.83,2.15,0.0,0.21,0.09,0.0,2.1,2.4
2024-04-04,17:00,17,4,4,3,0,23.6,64.3,1,Medium,2.4,2.22,0.0,0.21,0.09,0.0,3.84,4.14
2024-04-04,18:00,18,4,4,3,0,23.1,66.7,3,High,4.14,3.12,0.0,0.21,0.28,0.0,6.27,6.76
2024-04-04,19:00,19,4,4,3,0,21.3,57.6,4,High,6.76,4.43,0.0,0.19,0.35,0.85,6.71,8.1
2024-04-04,20:00,20,4,4,3,0,19.2,72.8,3,Medium,8.1,6.33,0.0,0.2,0.28,0.0,5.95,6.43
2024-04-04,21:00,21,4,4,3,0,19.6,71.6,5,High,6.43,7.1,0.0,0.19,0.42,0.0,7.37,7.98
2024-04-04,22:00,22,4,4,3,0,18.6,73.9,3,Low,7.98,7.5,0.0,0.21,0.28,0.0,3.46,3.95
2024-04-04,23:00,23,4,4,3,0,16.6,77.9,2,Medium,3.95,6.12,0.0,0.22,0.22,0.0,2.83,3.27
2024-04-05,00:00,0,5,4,4,0,14.9,73.8,2,Low,3.27,5.07,0.08,0.19,0.1,0.0,1.8,2.17
2024-04-05,01:00,1,5,4,4,0,14.4,80.1,5,Low,2.17,3.13,0.12,0.21,0.12,0.0,1.61,2.06
2024-04-05,02:00,2,5,4,4,0,11.8,77.6,3,Low,2.06,2.5,0.32,0.21,0.1,0.0,1.31,1.94
2024-04-05,03:00,3,5,4,4,0,15.1,82.5,3,Low,1.94,2.06,0.07,0.2,0.1,0.0,1.06,1.43
2024-04-05,04:00,4,5,4,4,0,15.3,69.5,2,Low,1.43,1.81,0.05,0.21,0.1,0.0,1.09,1.45
2024-04-05,05:00,5,5,4,4,0,15.7,70.9,3,Low,1.45,1.61,0.02,0.21,0.1,0.0,0.92,1.25
2024-04-05,06:00,6,5,4,4,0,16.6,73.5,3,Low,1.25,1.38,0.0,0.21,0.1,0.0,2.09,2.4
2024-04-05,07:00,7,5,4,4,0,19.7,66.1,4,Medium,2.4,1.7,0.0,0.21,0.11,0.0,3.58,3.9
2024-04-05,08:00,8,5,4,4,0,20.6,69.0,3,Medium,3.9,2.52,0.0,0.21,0.1,0.0,3.72,4.03
2024-04-05,09:00,9,5,4,4,0,23.0,73.6,1,Low,4.03,3.44,0.0,0.19,0.09,0.0,1.32,1.6
2024-04-05,10:00,10,5,4,4,0,23.6,64.6,1,Low,1.6,3.18,0.0,0.21,0.09,0.0,1.34,1.64
2024-04-05,11:00,11,5,4,4,0,24.8,72.4,1,Medium,1.64,2.42,0.0,0.2,0.09,0.0,1.48,1.77
2024-04-05,12:00,12,5,4,4,0,24.8,65.6,1,Medium,1.77,1.67,0.0,0.2,0.09,0.0,1.65,1.94
2024-04-05,13:00,13,5,4,4,0,25.0,67.8,1,High,1.94,1.78,0.0,0.22,0.09,0.0,2.23,2.54
2024-04-05,14:00,14,5,4,4,0,27.1,66.8,2,Low,2.54,2.08,0.16,0.21,0.1,0.0,1.34,1.81
2024-04-05,15:00,15,5,4,4,0,28.1,57.9,2,Medium,1.81,2.1,0.49,0.19,0.1,0.0,1.77,2.55
2024-04-05,16:00,16,5,4,4,0,24.4,59.8,1,Low,2.55,2.3,0.0,0.2,0.09,0.0,1.51,1.8
2024-04-05,17:00,17,5,4,4,0,26.6,58.4,1,Low,1.8,2.05,0.07,0.21,0.09,0.0,3.16,3.53
2024-04-05,18:00,18,5,4,4,0,24.0,63.9,3,High,3.53,2.63,0.0,0.21,0.28,0.0,6.42,6.91
2024-04-05,19:00,19,5,4,4,0,20.4,70.5,3,High,6.91,4.08,0.0,0.2,0.28,0.85,6.0,7.33
2024-04-05,20:00,20,5,4,4,0,19.2,74.9,4,High,7.33,5.92,0.0,0.22,0.35,0.85,6.5,7.92
2024-04-05,21:00,21,5,4,4,0,20.1,76.9,2,High,7.92,7.39,0.0,0.21,0.22,0.0,6.9,7.33
2024-04-05,22:00,22,5,4,4,0,17.8,78.1,2,High,7.33,7.53,0.0,0.2,0.22,0.0,3.9,4.32
2024-04-05,23:00,23,5,4,4,0,15.5,74.5,1,High,4.32,6.52,0.07,0.2,0.15,0.0,3.12,3.54
2024-04-06,00:00,0,6,4,5,1,17.5,76.4,5,Low,3.54,5.06,0.0,0.19,0.12,0.0,1.84,2.15
2024-04-06,01:00,1,6,4,5,1,14.1,79.6,5,Low,2.15,3.34,0.15,0.19,0.12,0.0,1.5,1.96
2024-04-06,02:00,2,6,4,5,1,14.0,74.8,3,Low,1.96,2.55,0.15,0.21,0.1,0.0,1.3,1.76
2024-04-06,03:00,3,6,4,5,1,14.1,80.6,2,Low,1.76,1.96,0.15,0.19,0.1,0.0,1.03,1.47
2024-04-06,04:00,4,6,4,5,1,14.9,72.5,3,Low,1.47,1.73,0.08,0.2,0.1,0.0,0.89,1.27
2024-04-06,05:00,5,6,4,5,1,15.9,78.6,3,Low,1.27,1.5,0.01,0.2,0.1,0.0,1.01,1.32
2024-04-06,06:00,6,6,4,5,1,16.5,73.0,4,Low,1.32,1.35,0.0,0.19,0.11,0.0,2.15,2.45
2024-04-06,07:00,7,6,4,5,1,20.7,67.4,3,Medium,2.45,1.68,0.0,0.19,0.1,0.0,3.49,3.78
2024-04-06,08:00,8,6,4,5,1,21.0,68.6,4,Low,3.78,2.52,0.0,0.19,0.11,0.0,3.06,3.36
2024-04-06,09:00,9,6,4,5,1,22.3,66.6,3,Medium,3.36,3.2,0.0,0.22,0.1,0.0,3.12,3.44
2024-04-06,10:00,10,6,4,5,1,23.1,60.3,3,Medium,3.44,3.53,0.0,0.19,0.1,0.0,3.1,3.39
2024-04-06,11:00,11,6,4,5,1,24.0,72.5,3,Medium,3.39,3.4,0.0,0.22,0.1,0.0,3.15,3.47
2024-04-06,12:00,12,6,4,5,1,24.9,61.0,2,Medium,3.47,3.43,0.0,0.2,0.1,0.0,2.95,3.25
2024-04-06,13:00,13,6,4,5,1,25.9,72.1,3,Medium,3.25,3.37,0.0,0.21,0.1,0.0,3.19,3.5
2024-04-06,14:00,14,6,4,5,1,26.6,64.2,5,Medium,3.5,3.41,0.1,0.22,0.12,0.0,3.3,3.74
2024-04-06,15:00,15,6,4,5,1,23.0,66.8,3,Medium,3.74,3.5,0.0,0.22,0.1,0.0,3.16,3.48
2024-04-06,16:00,16,6,4,5,1,27.3,60.8,4,Medium,3.48,3.57,0.26,0.19,0.11,0.0,2.85,3.41
2024-04-06,17:00,17,6,4,5,1,25.7,70.1,5,Low,3.41,3.54,0.0,0.19,0.12,0.0,3.96,4.27
2024-04-06,18:00,18,6,4,5,1,23.1,67.5,4,High,4.27,3.72,0.0,0.21,0.35,0.0,6.71,7.27
2024-04-06,19:00,19,6,4,5,1,21.0,72.7,4,High,7.27,4.98,0.0,0.22,0.35,0.85,6.62,8.04
2024-04-06,20:00,20,6,4,5,1,18.9,73.1,3,High,8.04,6.53,0.0,0.2,0.28,0.85,6.54,7.87
2024-04-06,21:00,21,6,4,5,1,20.6,71.5,3,Medium,7.87,7.73,0.0,0.21,0.28,0.0,5.74,6.23
2024-04-06,22:00,22,6,4,5,1,18.7,67.2,3,High,6.23,7.38,0.0,0.21,0.28,0.0,4.22,4.71
2024-04-06,23:00,23,6,4,5,1,15.1,76.5,4,Medium,4.71,6.27,0.09,0.21,0.35,0.0,3.1,3.75
2024-04-07,00:00,0,7,4,6,1,14.8,73.0,1,Low,3.75,4.9,0.09,0.2,0.09,0.0,1.31,1.69
2024-04-07,01:00,1,7,4,6,1,13.2,76.8,3,Low,1.69,3.38,0.21,0.2,0.1,0.0,1.11,1.62
2024-04-07,02:00,2,7,4,6,1,13.0,85.1,3,Low,1.62,2.35,0.23,0.22,0.1,0.0,1.09,1.64
2024-04-07,03:00,3,7,4,6,1,13.7,78.5,3,Low,1.64,1.65,0.18,0.21,0.1,0.0,1.14,1.63
2024-04-07,04:00,4,7,4,6,1,15.9,77.2,4,Low,1.63,1.63,0.01,0.2,0.11,0.0,1.63,1.95
2024-04-07,05:00,5,7,4,6,1,15.1,75.5,2,Low,1.95,1.74,0.07,0.21,0.1,0.0,1.0,1.38
2024-04-07,06:00,6,7,4,6,1,17.2,67.2,3,Low,1.38,1.65,0.0,0.22,0.1,0.0,2.07,2.39
2024-04-07,07:00,7,7,4,6,1,20.0,66.9,4,High,2.39,1.91,0.0,0.21,0.11,0.0,4.43,4.75
2024-04-07,08:00,8,7,4,6,1,16.5,73.1,5,High,4.75,2.84,0.0,0.21,0.12,0.0,5.46,5.79
2024-04-07,09:00,9,7,4,6,1,20.3,81.6,1,High,5.79,4.31,0.0,0.19,0.09,0.0,4.01,4.29
2024-04-07,10:00,10,7,4,6,1,25.1,72.2,4,Low,4.29,4.94,0.0,0.21,0.11,0.0,2.74,3.06
2024-04-07,11:00,11,7,4,6,1,22.1,65.8,4,High,3.06,4.38,0.0,0.22,0.11,0.85,3.25,4.43
2024-04-07,12:00,12,7,4,6,1,26.4,66.3,3,Low,4.43,3.93,0.03,0.21,0.1,0.0,2.52,2.86
2024-04-07,13:00,13,7,4,6,1,25.6,65.3,4,High,2.86,3.45,0.0,0.19,0.11,0.0,3.97,4.27
2024-04-07,14:00,14,7,4,6,1,27.6,59.6,3,High,4.27,3.85,0.46,0.21,0.1,0.0,4.19,4.96
2024-04-07,15:00,15,7,4,6,1,26.3,59.7,3,Low,4.96,4.03,0.03,0.21,0.1,0.0,2.5,2.84
2024-04-07,16:00,16,7,4,6,1,24.8,67.7,2,Medium,2.84,4.02,0.0,0.21,0.1,0.0,2.67,2.98
2024-04-07,17:00,17,7,4,6,1,22.9,77.4,2,Medium,2.98,3.59,0.0,0.2,0.1,0.0,4.5,4.8
2024-04-07,18:00,18,7,4,6,1,22.4,75.8,3,Medium,4.8,3.54,0.0,0.19,0.28,0.0,5.01,5.48
2024-04-07,19:00,19,7,4,6,1,22.7,66.5,4,Medium,5.48,4.42,0.0,0.2,0.35,0.0,5.23,5.78
2024-04-07,20:00,20,7,4,6,1,19.6,68.4,4,High,5.78,5.35,0.0,0.21,0.35,0.85,6.27,7.68
2024-04-07,21:00,21,7,4,6,1,17.2,78.7,2,Medium,7.68,6.31,0.0,0.21,0.22,0.0,5.31,5.74
2024-04-07,22:00,22,7,4,6,1,18.5,71.3,4,High,5.74,6.4,0.0,0.19,0.35,0.0,4.4,4.94
2024-04-07,23:00,23,7,4,6,1,16.4,80.5,2,Medium,4.94,6.12,0.0,0.19,0.22,0.0,2.75,3.16
2024-04-08,00:00,0,8,4,0,0,13.9,74.5,2,Low,3.16,4.61,0.16,0.22,0.1,0.0,1.16,1.64
2024-04-08,01:00,1,8,4,0,0,13.1,69.9,4,Low,1.64,3.25,0.22,0.19,0.11,0.0,1.14,1.66
2024-04-08,02:00,2,8,4,0,0,16.6,71.1,2,Low,1.66,2.15,0.0,0.22,0.1,0.0,0.77,1.09
2024-04-08,03:00,3,8,4,0,0,13.3,73.3,4,Low,1.09,1.46,0.21,0.2,0.11,0.0,1.07,1.59
2024-04-08,04:00,4,8,4,0,0,14.7,76.5,3,Low,1.59,1.45,0.1,0.22,0.1,0.0,1.47,1.89
2024-04-08,05:00,5,8,4,0,0,15.2,79.4,2,Low,1.89,1.52,0.06,0.2,0.1,0.0,0.91,1.27
2024-04-08,06:00,6,8,4,0,0,17.4,71.6,2,Low,1.27,1.58,0.0,0.2,0.1,0.0,1.84,2.14
2024-04-08,07:00,7,8,4,0,0,19.3,71.8,3,Medium,2.14,1.77,0.0,0.2,0.1,0.0,3.15,3.45
2024-04-08,08:00,8,8,4,0,0,20.8,73.7,4,Low,3.45,2.29,0.0,0.2,0.11,0.0,2.88,3.19
2024-04-08,09:00,9,8,4,0,0,19.6,75.5,2,High,3.19,2.93,0.0,0.2,0.1,0.0,2.52,2.82
2024-04-08,10:00,10,8,4,0,0,25.2,66.6,1,Medium,2.82,3.15,0.0,0.19,0.09,0.0,1.68,1.96
2024-04-08,11:00,11,8,4,0,0,23.2,66.2,1,Medium,1.96,2.66,0.0,0.22,0.09,0.0,1.42,1.73
2024-04-08,12:00,12,8,4,0,0,25.8,70.4,1,Low,1.73,2.17,0.0,0.21,0.09,0.0,0.82,1.12
2024-04-08,13:00,13,8,4,0,0,25.0,73.6,1,Medium,1.12,1.6,0.0,0.21,0.09,0.0,1.27,1.57
2024-04-08,14:00,14,8,4,0,0,26.8,65.7,1,Medium,1.57,1.47,0.14,0.21,0.09,0.0,1.25,1.69
2024-04-08,15:00,15,8,4,0,0,26.2,54.0,1,Low,1.69,1.46,0.02,0.19,0.09,0.0,1.2,1.5
2024-04-08,16:00,16,8,4,0,0,26.1,63.5,1,Medium,1.5,1.59,0.01,0.19,0.09,0.0,1.2,1.49
2024-04-08,17:00,17,8,4,0,0,24.1,69.0,1,Low,1.49,1.56,0.0,0.21,0.09,0.0,3.01,3.31
2024-04-08,18:00,18,8,4,0,0,23.7,65.2,1,High,3.31,2.1,0.0,0.21,0.15,0.0,5.54,5.9
2024-04-08,19:00,19,8,4,0,0,23.3,71.3,4,High,5.9,3.57,0.0,0.19,0.35,0.85,6.19,7.58
2024-04-08,20:00,20,8,4,0,0,20.5,72.5,3,High,7.58,5.6,0.0,0.2,0.28,0.85,6.51,7.84
2024-04-08,21:00,21,8,4,0,0,19.5,76.5,3,Medium,7.84,7.11,0.0,0.21,0.28,0.0,6.17,6.66
2024-04-08,22:00,22,8,4,0,0,15.1,74.9,4,High,6.66,7.36,0.13,0.21,0.35,0.0,4.62,5.31
2024-04-08,23:00,23,8,4,0,0,15.4,78.3,1,High,5.31,6.6,0.08,0.19,0.15,0.0,3.45,3.87
2024-04-09,00:00,0,9,4,1,0,12.5,76.3,3,Low,3.87,5.28,0.27,0.2,0.1,0.0,1.6,2.17
2024-04-09,01:00,1,9,4,1,0,15.5,74.1,4,Low,2.17,3.78,0.04,0.2,0.11,0.0,1.41,1.76
2024-04-09,02:00,2,9,4,1,0,12.4,80.8,3,Low,1.76,2.6,0.28,0.21,0.1,0.0,0.91,1.5
2024-04-09,03:00,3,9,4,1,0,14.1,80.4,3,Low,1.5,1.81,0.15,0.22,0.1,0.0,0.9,1.37
2024-04-09,04:00,4,9,4,1,0,15.7,74.6,1,Low,1.37,1.54,0.02,0.21,0.09,0.0,0.85,1.17
2024-04-09,05:00,5,9,4,1,0,17.5,77.7,4,Low,1.17,1.35,0.0,0.2,0.11,0.0,1.33,1.64
2024-04-09,06:00,6,9,4,1,0,19.2,71.0,4,Low,1.64,1.39,0.0,0.2,0.11,0.0,2.48,2.79
2024-04-09,07:00,7,9,4,1,0,19.3,74.0,2,High,2.79,1.87,0.0,0.22,0.1,0.0,4.23,4.55
2024-04-09,08:00,8,9,4,1,0,19.4,71.0,3,Medium,4.55,2.99,0.0,0.22,0.1,0.0,3.81,4.13
